baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,geneName
329.572298952191,-0.727454614273288,0.28215762427807,-2.57818521166868,0.00993207471883629,0.0489747425202625,Gnai3
28.2732426383492,3.0883799947225,0.942022114678898,3.27845806016478,0.00104375872956916,0.00793430387412089,Cdc45
11.7448818651851,-0.31118977149271,1.01054152120619,-0.307943577737678,0.758125265698366,0.894636792544468,Scml2
57.2897517850036,0.676574144157286,0.583052933655333,1.16039917665047,0.245886321838845,0.496143202433646,Narf
120.895623062427,0.552304211982526,0.469828896771736,1.17554330050257,0.239777424355691,0.489781783171715,Cav2
708.774879922768,-0.63999859674254,0.374463383201506,-1.70910862170506,0.0874308308426739,0.250535769420535,Klf6
57.691118982483,-0.309486925393807,0.640417170574757,-0.48325831912978,0.628912331095076,0.821507965947588,Scmh1
100.058747968962,0.409322944309331,0.405397019500319,1.00968414818109,0.312646639479607,0.569363328925545,Cox5a
76.9200666586636,1.92100356334638,0.752233877874986,2.5537317845523,0.0106575318026652,0.0518126241934894,Tbx2
7.10336113349728,5.67323283216872,1.86539791799751,3.04129900512534,0.00235559778531477,0.0155170908207288,Tbx4
170.266446352517,6.40404675458287,0.812309208222975,7.88375496640312,3.17686965398107e-15,1.95285843249048e-13,Ngfr
6.48608131705052,-2.23014876755666,1.39241258586212,-1.60164364370195,0.109234433935963,0.294780808844497,Wnt9a
49.6267821548069,-0.619326742294408,0.530707804687996,-1.16698254071939,0.243217420374916,0.493878869992347,Fer
123.995467158443,0.839030659056024,0.363262226066003,2.30971072368966,0.0209041747190083,0.0867513073538592,Xpo6
78.7435147768197,0.537870597613892,0.662506750099623,0.811871875317514,0.416865154070726,0.666088210440927,Tfe3
77.9816280799871,0.379409792822131,0.444741905983626,0.853101063150319,0.393603261911912,0.646117769521852,Axin2
22.4579899934571,0.190267109356005,0.725656153610222,0.26220009078598,0.793167183402722,0.912902656133514,Brat1
129.415769637861,0.799037208389175,0.366872059292072,2.17797236979841,0.0294080938710086,0.112410131011873,Gna12
5.06789664303118,-2.8576310096095,1.50348941982938,-1.90066585898143,0.057345793130701,0.185157401759885,Slc22a18
83.5175458795948,0.807082898649923,0.4274387175513,1.88818388580594,0.0590012683545163,0.188928178607775,Dlat
123.222079386796,-0.642772903057486,0.356353609882386,-1.80375022234132,0.0712704724850487,0.216041787860084,Sdhd
246.277844106424,-1.44624123325181,0.677426914181225,-2.13490371134696,0.0327688761195779,0.122101270216702,Ccnd2
115.045486642641,-0.775374965459543,0.408169810281026,-1.89963820431916,0.057480614990292,0.185494095903626,Gpr107
8.59579105989566,-0.416111050049578,1.2058055640268,-0.345089674872598,0.730026955479824,0.880411682018961,Nalcn
17.504662175659,-1.51165355666357,0.790650652706599,-1.91191084392177,0.0558876305577345,0.181829008822106,Drp2
10.3332121199387,2.04083023285351,1.28991128829896,1.58214774253569,0.113615846785659,0.303656399874881,Lhx2
129.19368128909,2.36898849550467,0.447230951089947,5.29701374587605,1.17711837305319e-07,2.36273712996203e-06,Mid2
44.6795456380302,0.821535446499477,0.554251591388843,1.48224282846148,0.138275694475014,0.346465820908415,Trim25
16.278693037142,0.781545166615935,1.00341783813748,0.778883070353441,0.436048597524487,0.682998575027329,Dgke
373.639423673446,-2.2030716428811,0.295925088211952,-7.44469371012972,9.71695966215798e-14,5.13392753059305e-12,Scpep1
44.9878226516284,-0.766466433055423,0.63122865148428,-1.2142453154703,0.224654060826293,0.469721287006618,Mnt
26.2059292299536,2.77397807146547,0.87574272734741,3.16757191905863,0.00153717683772921,0.0109862174662972,Itgb2
15.9525313909532,0.732871365087746,0.908275279310703,0.806882430670057,0.419734221995599,0.668462408298992,Hddc2
5.54588437543415,0.126819354823286,2.26906129294788,0.05589066951053,0.955428903864491,0.982700215800613,Tpd52l1
93.3074576284706,2.46730334572715,1.75167007712558,1.40854341119756,0.158970221905329,0.379513132723703,Cdh1
173.654890243814,-4.05996497247197,1.28997564341419,-3.14731909334848,0.00164775033964093,0.0116334267491159,Cdh4
8.02912261414105,0.156814204915695,1.59921242468155,0.0980571451894023,0.921886916655098,0.970624131840255,Ckmt1
17.9853768147092,-0.1027519283496,0.994059847939264,-0.103365937737662,0.917672545049694,0.969505850985352,Bcl6b
25.7679775866608,0.489008593438934,0.876995678485766,0.557595214475018,0.577120825031873,0.78945831484514,Clec10a
47.3927495044876,-2.95813177725815,0.68628265686279,-4.31036941947605,1.62982046823981e-05,0.000209015892747385,Arvcf
135.501282676339,-1.12360427066894,0.347170969794632,-3.23645802335835,0.00121023024576853,0.00901223291927574,Comt
52.3515884337398,0.0571952585891377,0.490865217496355,0.116519273622321,0.90724101199446,0.96551559769186,Rtca
29.182047952046,1.47665577641701,0.806045542155377,1.83197561327418,0.0669550539708374,0.206901028877684,Dbt
253.135538731823,0.282032033889521,0.307602848335024,0.916870683792717,0.359210407712378,0.612872200828725,Dazap2
37.2222923375564,-0.518128930250601,0.561913592512406,-0.922079367993152,0.356487177967301,0.611316974435591,Mcts1
17.9255216715119,2.35435143751484,1.2654325420323,1.86051121597815,0.0628132331014867,0.198108041054664,Rem1
95.9368109010695,0.449690104886208,0.42793851489985,1.05082877382852,0.293337237936767,0.550912151036942,Trappc10
56.7611056359584,-0.370738375193845,0.513179643562753,-0.722433907588367,0.470027746282579,0.710207369885258,Ccm2
38.6814532231549,0.568465308101696,0.61863235239699,0.918906529700696,0.358144464252224,0.612377541343726,Tbrg4
34.9447835975847,-1.60865928492739,0.590182196466037,-2.72569944427315,0.00641653973386841,0.034860992725729,Fap
